cell_type	product_name	dose	n_cells	n_sig_deg
MCF7	Fluorouracil (5-Fluoracil, 5-FU)	10.0	485	905
MCF7	Fluorouracil (5-Fluoracil, 5-FU)	100.0	504	643
MCF7	Fluorouracil (5-Fluoracil, 5-FU)	1000.0	387	1258
MCF7	Fluorouracil (5-Fluoracil, 5-FU)	10000.0	327	1389
MCF7	Fulvestrant	10.0	481	1917
MCF7	Fulvestrant	100.0	450	3250
MCF7	Fulvestrant	1000.0	417	3183
MCF7	Fulvestrant	10000.0	383	3775
MCF7	G007-LK	10.0	459	1106
MCF7	G007-LK	100.0	426	1370
MCF7	G007-LK	1000.0	346	1252
MCF7	G007-LK	10000.0	353	1106
MCF7	GSK1070916	10.0	424	761
MCF7	GSK1070916	100.0	377	694
MCF7	GSK1070916	1000.0	347	1186
MCF7	GSK1070916	10000.0	236	3197
MCF7	GSK J1	10.0	508	1039
MCF7	GSK J1	100.0	483	755
MCF7	GSK J1	1000.0	427	955
MCF7	GSK J1	10000.0	426	1078
MCF7	GSK-LSD1 2HCl	10.0	557	850
MCF7	GSK-LSD1 2HCl	100.0	454	1232
MCF7	GSK-LSD1 2HCl	1000.0	504	798
MCF7	GSK-LSD1 2HCl	10000.0	485	911
MCF7	Gandotinib (LY2784544)	10.0	539	712
MCF7	Gandotinib (LY2784544)	100.0	494	809
MCF7	Gandotinib (LY2784544)	1000.0	379	1586
MCF7	Gandotinib (LY2784544)	10000.0	254	1895
MCF7	Givinostat (ITF2357)	10.0	501	1663
MCF7	Givinostat (ITF2357)	100.0	491	2346
MCF7	Givinostat (ITF2357)	1000.0	397	5044
MCF7	Givinostat (ITF2357)	10000.0	418	8542
MCF7	Glesatinib?(MGCD265)	10.0	427	1014
MCF7	Glesatinib?(MGCD265)	100.0	485	824
MCF7	Glesatinib?(MGCD265)	1000.0	389	1101
MCF7	Glesatinib?(MGCD265)	10000.0	257	2411
MCF7	Hesperadin	10.0	280	2221
MCF7	Hesperadin	100.0	170	4236
MCF7	Hesperadin	1000.0	210	4778
MCF7	Hesperadin	10000.0	225	6782
MCF7	INO-1001 (3-Aminobenzamide)	10.0	440	1332
MCF7	INO-1001 (3-Aminobenzamide)	100.0	445	1048
MCF7	INO-1001 (3-Aminobenzamide)	1000.0	396	1540
MCF7	INO-1001 (3-Aminobenzamide)	10000.0	457	1118
MCF7	IOX2	10.0	461	1053
MCF7	IOX2	100.0	386	1074
MCF7	IOX2	1000.0	461	981
MCF7	IOX2	10000.0	438	1019
MCF7	ITSA-1 (ITSA1)	10.0	252	2083
MCF7	ITSA-1 (ITSA1)	100.0	364	1448
MCF7	ITSA-1 (ITSA1)	1000.0	537	1467
MCF7	ITSA-1 (ITSA1)	10000.0	328	1910
MCF7	Iniparib (BSI-201)	10.0	48	5667
MCF7	Iniparib (BSI-201)	100.0	261	1827
MCF7	Iniparib (BSI-201)	1000.0	420	1129
MCF7	Iniparib (BSI-201)	10000.0	287	3297
MCF7	Ivosidenib (AG-120)	10.0	86	4512
MCF7	Ivosidenib (AG-120)	100.0	433	917
MCF7	Ivosidenib (AG-120)	1000.0	427	1042
MCF7	Ivosidenib (AG-120)	10000.0	166	3124
MCF7	JNJ-7706621	10.0	448	852
MCF7	JNJ-7706621	100.0	371	1515
MCF7	JNJ-7706621	1000.0	437	836
MCF7	JNJ-7706621	10000.0	398	2160
MCF7	JNJ-26854165 (Serdemetan)	10.0	534	666
MCF7	JNJ-26854165 (Serdemetan)	100.0	488	1035
MCF7	JNJ-26854165 (Serdemetan)	1000.0	441	978
MCF7	JNJ-26854165 (Serdemetan)	10000.0	291	2353
MCF7	KW-2449	10.0	563	613
MCF7	KW-2449	100.0	479	991
MCF7	KW-2449	1000.0	331	1234
MCF7	KW-2449	10000.0	252	2387
MCF7	Ki8751	10.0	437	786
MCF7	Ki8751	100.0	491	625
MCF7	Ki8751	1000.0	401	1050
MCF7	Ki8751	10000.0	289	1456
MCF7	Ki16425	10.0	381	1066
MCF7	Ki16425	100.0	373	1528
MCF7	Ki16425	1000.0	362	1045
MCF7	Ki16425	10000.0	471	1054
MCF7	Lapatinib (GW-572016) Ditosylate	10.0	442	1039
MCF7	Lapatinib (GW-572016) Ditosylate	100.0	389	1672
MCF7	Lapatinib (GW-572016) Ditosylate	1000.0	333	1659
MCF7	Lapatinib (GW-572016) Ditosylate	10000.0	188	4542
MCF7	Lenalidomide (CC-5013)	10.0	412	942
MCF7	Lenalidomide (CC-5013)	100.0	288	1733
MCF7	Lenalidomide (CC-5013)	1000.0	292	1665
MCF7	Lenalidomide (CC-5013)	10000.0	404	1080
MCF7	Linifanib (ABT-869)	10.0	368	1246
MCF7	Linifanib (ABT-869)	100.0	370	1295
MCF7	Linifanib (ABT-869)	1000.0	373	1222
MCF7	Linifanib (ABT-869)	10000.0	267	7287
MCF7	Lomustine 	10.0	315	1170
MCF7	Lomustine 	100.0	451	884
MCF7	Lomustine 	1000.0	469	764
MCF7	Lomustine 	10000.0	286	1361
MCF7	Luminespib (AUY-922, NVP-AUY922)	10.0	279	2115
MCF7	Luminespib (AUY-922, NVP-AUY922)	100.0	259	4604
MCF7	Luminespib (AUY-922, NVP-AUY922)	1000.0	213	4526
MCF7	Luminespib (AUY-922, NVP-AUY922)	10000.0	141	5230
MCF7	M344	10.0	479	1027
MCF7	M344	100.0	495	1194
MCF7	M344	1000.0	412	3040
MCF7	M344	10000.0	405	7415
MCF7	MC1568	10.0	401	1058
MCF7	MC1568	100.0	389	1286
MCF7	MC1568	1000.0	520	990
MCF7	MC1568	10000.0	517	1419
MCF7	MK-0752	10.0	470	927
MCF7	MK-0752	100.0	521	884
MCF7	MK-0752	1000.0	434	958
MCF7	MK-0752	10000.0	277	2076
MCF7	MK-5108 (VX-689)	10.0	488	693
MCF7	MK-5108 (VX-689)	100.0	456	1027
MCF7	MK-5108 (VX-689)	1000.0	358	1131
MCF7	MK-5108 (VX-689)	10000.0	300	1345
MCF7	MLN8054	10.0	295	1911
MCF7	MLN8054	100.0	288	1937
MCF7	MLN8054	1000.0	366	1343
MCF7	MLN8054	10000.0	388	1029
MCF7	Maraviroc	10.0	378	1073
MCF7	Maraviroc	100.0	457	742
MCF7	Maraviroc	1000.0	398	1106
MCF7	Maraviroc	10000.0	380	1061
MCF7	Meprednisone	10.0	409	877
MCF7	Meprednisone	100.0	427	886
MCF7	Meprednisone	1000.0	311	1817
MCF7	Meprednisone	10000.0	457	780
MCF7	Mercaptopurine (6-MP)	10.0	344	1361
MCF7	Mercaptopurine (6-MP)	100.0	535	1709
MCF7	Mercaptopurine (6-MP)	1000.0	325	1680
MCF7	Mercaptopurine (6-MP)	10000.0	160	4487
MCF7	Mesna 	10.0	435	877
MCF7	Mesna 	100.0	707	1060
MCF7	Mesna 	1000.0	291	1929
MCF7	Mesna 	10000.0	392	1371
MCF7	Mocetinostat (MGCD0103)	10.0	191	3337
MCF7	Mocetinostat (MGCD0103)	100.0	185	3008
MCF7	Mocetinostat (MGCD0103)	1000.0	373	5369
MCF7	Mocetinostat (MGCD0103)	10000.0	235	8385
MCF7	Momelotinib (CYT387)	10.0	432	927
MCF7	Momelotinib (CYT387)	100.0	517	982
MCF7	Momelotinib (CYT387)	1000.0	434	1079
MCF7	Momelotinib (CYT387)	10000.0	221	3581
MCF7	Motesanib Diphosphate (AMG-706)	10.0	398	1075
MCF7	Motesanib Diphosphate (AMG-706)	100.0	364	1257
MCF7	Motesanib Diphosphate (AMG-706)	1000.0	399	1121
MCF7	Motesanib Diphosphate (AMG-706)	10000.0	387	1500
MCF7	NVP-BSK805 2HCl	10.0	546	633
MCF7	NVP-BSK805 2HCl	100.0	483	900
MCF7	NVP-BSK805 2HCl	1000.0	421	993
MCF7	NVP-BSK805 2HCl	10000.0	431	2071
MCF7	Navitoclax (ABT-263)	10.0	395	1218
MCF7	Navitoclax (ABT-263)	100.0	511	1045
MCF7	Navitoclax (ABT-263)	1000.0	374	1828
MCF7	Navitoclax (ABT-263)	10000.0	221	2786
MCF7	Nilotinib (AMN-107)	10.0	438	931
MCF7	Nilotinib (AMN-107)	100.0	421	956
MCF7	Nilotinib (AMN-107)	1000.0	394	1264
MCF7	Nilotinib (AMN-107)	10000.0	395	1395
MCF7	Nintedanib (BIBF 1120)	10.0	403	1058
MCF7	Nintedanib (BIBF 1120)	100.0	359	1938
MCF7	Nintedanib (BIBF 1120)	1000.0	447	1560
MCF7	Nintedanib (BIBF 1120)	10000.0	189	5823
MCF7	Obatoclax Mesylate (GX15-070)	10.0	395	1284
MCF7	Obatoclax Mesylate (GX15-070)	100.0	471	930
MCF7	Obatoclax Mesylate (GX15-070)	1000.0	397	1158
MCF7	Obatoclax Mesylate (GX15-070)	10000.0	149	4873
MCF7	Ofloxacin	10.0	413	963
MCF7	Ofloxacin	100.0	458	1456
MCF7	Ofloxacin	1000.0	477	1507
MCF7	Ofloxacin	10000.0	511	1962
MCF7	PCI-34051	10.0	372	1341
MCF7	PCI-34051	100.0	395	1812
MCF7	PCI-34051	1000.0	365	1959
MCF7	PCI-34051	10000.0	324	2431
MCF7	PD98059	10.0	484	611
MCF7	PD98059	100.0	567	555
MCF7	PD98059	1000.0	481	620
MCF7	PD98059	10000.0	484	692
MCF7	PD173074	10.0	434	873
MCF7	PD173074	100.0	406	1266
MCF7	PD173074	1000.0	320	1308
MCF7	PD173074	10000.0	318	1809
MCF7	PF-3845	10.0	259	1358
MCF7	PF-3845	100.0	412	1083
MCF7	PF-3845	1000.0	354	1298
MCF7	PF-3845	10000.0	278	1574
MCF7	PF-573228	10.0	144	3311
MCF7	PF-573228	100.0	378	999
MCF7	PF-573228	1000.0	404	1162
MCF7	PF-573228	10000.0	174	2717
MCF7	PFI-1 (PF-6405761)	10.0	424	1035
MCF7	PFI-1 (PF-6405761)	100.0	431	1267
MCF7	PFI-1 (PF-6405761)	1000.0	433	1887
MCF7	PFI-1 (PF-6405761)	10000.0	474	7763
MCF7	PHA-680632	10.0	323	1448
MCF7	PHA-680632	100.0	209	2308
MCF7	PHA-680632	1000.0	336	1573
MCF7	PHA-680632	10000.0	176	3352
MCF7	PJ34	10.0	554	728
MCF7	PJ34	100.0	487	889
MCF7	PJ34	1000.0	498	934
MCF7	PJ34	10000.0	381	1367
MCF7	Panobinostat (LBH589)	10.0	340	6071
MCF7	Panobinostat (LBH589)	100.0	371	7917
MCF7	Panobinostat (LBH589)	1000.0	466	8971
MCF7	Panobinostat (LBH589)	10000.0	508	9202
MCF7	Patupilone (EPO906, Epothilone B)	10.0	169	2826
MCF7	Patupilone (EPO906, Epothilone B)	100.0	205	2963
MCF7	Patupilone (EPO906, Epothilone B)	1000.0	203	2653
MCF7	Patupilone (EPO906, Epothilone B)	10000.0	160	3380
MCF7	Pelitinib (EKB-569)	10.0	368	1354
MCF7	Pelitinib (EKB-569)	100.0	456	1326
MCF7	Pelitinib (EKB-569)	1000.0	400	1608
MCF7	Pelitinib (EKB-569)	10000.0	195	3573
MCF7	Pirarubicin	10.0	313	1124
MCF7	Pirarubicin	100.0	308	962
MCF7	Pirarubicin	1000.0	409	1073
MCF7	Pirarubicin	10000.0	86	6058
MCF7	Pracinostat (SB939)	10.0	435	3476
MCF7	Pracinostat (SB939)	100.0	367	4502
MCF7	Pracinostat (SB939)	1000.0	418	6506
MCF7	Pracinostat (SB939)	10000.0	462	8899
MCF7	Prednisone 	10.0	364	836
MCF7	Prednisone 	100.0	359	1174
MCF7	Prednisone 	1000.0	237	2202
MCF7	Prednisone 	10000.0	389	1048
MCF7	Quercetin	10.0	401	1017
MCF7	Quercetin	100.0	473	898
MCF7	Quercetin	1000.0	477	892
MCF7	Quercetin	10000.0	356	1549
MCF7	Quisinostat (JNJ-26481585) 2HCl	10.0	342	6961
MCF7	Quisinostat (JNJ-26481585) 2HCl	100.0	331	7499
MCF7	Quisinostat (JNJ-26481585) 2HCl	1000.0	405	8788
MCF7	Quisinostat (JNJ-26481585) 2HCl	10000.0	448	9217
MCF7	RG108	10.0	525	789
MCF7	RG108	100.0	515	831
MCF7	RG108	1000.0	428	870
MCF7	RG108	10000.0	485	904
MCF7	Raltitrexed	10.0	265	1665
MCF7	Raltitrexed	100.0	282	2134
MCF7	Raltitrexed	1000.0	278	1843
MCF7	Raltitrexed	10000.0	312	1694
MCF7	Ramelteon	10.0	359	1095
MCF7	Ramelteon	100.0	418	1105
MCF7	Ramelteon	1000.0	345	1525
MCF7	Ramelteon	10000.0	375	1344
MCF7	Regorafenib (BAY 73-4506)	10.0	278	1401
MCF7	Regorafenib (BAY 73-4506)	100.0	474	836
MCF7	Regorafenib (BAY 73-4506)	1000.0	403	1170
MCF7	Regorafenib (BAY 73-4506)	10000.0	110	6390
MCF7	Resminostat	10.0	557	729
MCF7	Resminostat	100.0	487	1404
MCF7	Resminostat	1000.0	418	2854
MCF7	Resminostat	10000.0	402	7514
MCF7	Resveratrol	10.0	370	1211
MCF7	Resveratrol	100.0	300	2035
MCF7	Resveratrol	1000.0	358	1429
MCF7	Resveratrol	10000.0	427	958
MCF7	Rigosertib (ON-01910)	10.0	341	1185
MCF7	Rigosertib (ON-01910)	100.0	360	1584
MCF7	Rigosertib (ON-01910)	1000.0	205	2315
MCF7	Rigosertib (ON-01910)	10000.0	60	6192
MCF7	Roscovitine (Seliciclib,CYC202)	10.0	458	941
MCF7	Roscovitine (Seliciclib,CYC202)	100.0	362	1354
MCF7	Roscovitine (Seliciclib,CYC202)	1000.0	309	1324
MCF7	Roscovitine (Seliciclib,CYC202)	10000.0	345	1921
MCF7	Roxadustat (FG-4592)	10.0	207	2972
MCF7	Roxadustat (FG-4592)	100.0	306	1630
MCF7	Roxadustat (FG-4592)	1000.0	483	1328
MCF7	Roxadustat (FG-4592)	10000.0	488	1103
MCF7	Rucaparib (AG-014699,PF-01367338) phosphate	10.0	396	1272
MCF7	Rucaparib (AG-014699,PF-01367338) phosphate	100.0	219	3171
MCF7	Rucaparib (AG-014699,PF-01367338) phosphate	1000.0	192	2118
MCF7	Rucaparib (AG-014699,PF-01367338) phosphate	10000.0	346	1669
MCF7	Ruxolitinib (INCB018424)	10.0	538	773
MCF7	Ruxolitinib (INCB018424)	100.0	309	1630
MCF7	Ruxolitinib (INCB018424)	1000.0	345	1616
MCF7	Ruxolitinib (INCB018424)	10000.0	544	1524
MCF7	S3I-201	10.0	416	820
MCF7	S3I-201	100.0	384	1299
MCF7	S3I-201	1000.0	335	1269
MCF7	S3I-201	10000.0	429	903
MCF7	S-Ruxolitinib (INCB018424)	10.0	388	1163
MCF7	S-Ruxolitinib (INCB018424)	100.0	458	1087
MCF7	S-Ruxolitinib (INCB018424)	1000.0	507	1010
MCF7	S-Ruxolitinib (INCB018424)	10000.0	396	1532
MCF7	SB431542	10.0	303	1928
MCF7	SB431542	100.0	309	1471
MCF7	SB431542	1000.0	384	1313
MCF7	SB431542	10000.0	398	1654
MCF7	SGI-1776 free base	10.0	470	1150
MCF7	SGI-1776 free base	100.0	473	981
MCF7	SGI-1776 free base	1000.0	443	938
MCF7	SGI-1776 free base	10000.0	248	3505
MCF7	SL-327	10.0	450	1326
MCF7	SL-327	100.0	468	1282
MCF7	SL-327	1000.0	399	1522
MCF7	SL-327	10000.0	318	2303
MCF7	SNS-314	10.0	322	993
MCF7	SNS-314	100.0	242	1468
MCF7	SNS-314	1000.0	235	1558
MCF7	SNS-314	10000.0	248	2671
MCF7	SRT1720 HCl	10.0	334	1481
MCF7	SRT1720 HCl	100.0	341	1365
MCF7	SRT1720 HCl	1000.0	368	1395
MCF7	SRT1720 HCl	10000.0	414	1118
MCF7	SRT2104 (GSK2245840)	10.0	454	1087
MCF7	SRT2104 (GSK2245840)	100.0	444	1342
MCF7	SRT2104 (GSK2245840)	1000.0	569	1019
MCF7	SRT2104 (GSK2245840)	10000.0	533	1492
MCF7	SRT3025 HCl	10.0	387	1274
MCF7	SRT3025 HCl	100.0	403	1396
MCF7	SRT3025 HCl	1000.0	443	1075
MCF7	SRT3025 HCl	10000.0	455	1079
MCF7	Selisistat (EX 527)	10.0	422	1237
MCF7	Selisistat (EX 527)	100.0	375	1464
MCF7	Selisistat (EX 527)	1000.0	454	1142
MCF7	Selisistat (EX 527)	10000.0	492	1128
MCF7	Sirtinol	10.0	504	814
MCF7	Sirtinol	100.0	456	952
MCF7	Sirtinol	1000.0	406	1087
MCF7	Sirtinol	10000.0	424	1062
MCF7	Sodium Phenylbutyrate	10.0	474	839
MCF7	Sodium Phenylbutyrate	100.0	457	953
MCF7	Sodium Phenylbutyrate	1000.0	455	966
MCF7	Sodium Phenylbutyrate	10000.0	392	1133
MCF7	Sorafenib Tosylate	10.0	453	1113
MCF7	Sorafenib Tosylate	100.0	493	1256
MCF7	Sorafenib Tosylate	1000.0	363	1278
MCF7	Sorafenib Tosylate	10000.0	239	4666
MCF7	Streptozotocin (STZ)	10.0	404	856
MCF7	Streptozotocin (STZ)	100.0	411	1118
MCF7	Streptozotocin (STZ)	1000.0	296	1559
MCF7	Streptozotocin (STZ)	10000.0	460	1014
MCF7	TAK-901	10.0	307	1265
MCF7	TAK-901	100.0	366	1799
MCF7	TAK-901	1000.0	243	2747
MCF7	TAK-901	10000.0	79	8368
MCF7	TG101209	10.0	512	883
MCF7	TG101209	100.0	484	1137
MCF7	TG101209	1000.0	380	2206
MCF7	TG101209	10000.0	191	5880
MCF7	TGX-221	10.0	384	1090
MCF7	TGX-221	100.0	506	662
MCF7	TGX-221	1000.0	426	955
MCF7	TGX-221	10000.0	339	1883
MCF7	TMP195	10.0	441	1063
MCF7	TMP195	100.0	226	3038
MCF7	TMP195	1000.0	247	1930
MCF7	TMP195	10000.0	409	1350
MCF7	Tacedinaline (CI994)	10.0	575	501
MCF7	Tacedinaline (CI994)	100.0	500	829
MCF7	Tacedinaline (CI994)	1000.0	468	1633
MCF7	Tacedinaline (CI994)	10000.0	466	5833
MCF7	Tanespimycin (17-AAG)	10.0	380	1287
MCF7	Tanespimycin (17-AAG)	100.0	255	4124
MCF7	Tanespimycin (17-AAG)	1000.0	164	5252
MCF7	Tanespimycin (17-AAG)	10000.0	195	4481
MCF7	Tazemetostat (EPZ-6438)	10.0	469	1031
MCF7	Tazemetostat (EPZ-6438)	100.0	417	1204
MCF7	Tazemetostat (EPZ-6438)	1000.0	501	1098
MCF7	Tazemetostat (EPZ-6438)	10000.0	539	1228
MCF7	Temsirolimus (CCI-779, NSC 683864)	10.0	183	2993
MCF7	Temsirolimus (CCI-779, NSC 683864)	100.0	340	2474
MCF7	Temsirolimus (CCI-779, NSC 683864)	1000.0	303	3202
MCF7	Temsirolimus (CCI-779, NSC 683864)	10000.0	211	3034
MCF7	Thalidomide	10.0	345	950
MCF7	Thalidomide	100.0	408	836
MCF7	Thalidomide	1000.0	457	777
MCF7	Thalidomide	10000.0	409	968
MCF7	Thiotepa	10.0	399	1042
MCF7	Thiotepa	100.0	352	1637
MCF7	Thiotepa	1000.0	299	1385
MCF7	Thiotepa	10000.0	377	1284
MCF7	Tie2 kinase inhibitor	10.0	402	1025
MCF7	Tie2 kinase inhibitor	100.0	370	1172
MCF7	Tie2 kinase inhibitor	1000.0	264	1766
MCF7	Tie2 kinase inhibitor	10000.0	342	1722
MCF7	Tofacitinib (CP-690550) Citrate	10.0	567	679
MCF7	Tofacitinib (CP-690550) Citrate	100.0	420	1042
MCF7	Tofacitinib (CP-690550) Citrate	1000.0	465	928
MCF7	Tofacitinib (CP-690550) Citrate	10000.0	456	1150
MCF7	Toremifene Citrate	10.0	484	939
MCF7	Toremifene Citrate	100.0	350	1427
MCF7	Toremifene Citrate	1000.0	376	1825
MCF7	Toremifene Citrate	10000.0	243	4312
MCF7	Tozasertib (VX-680, MK-0457)	10.0	382	1330
MCF7	Tozasertib (VX-680, MK-0457)	100.0	170	2953
MCF7	Tozasertib (VX-680, MK-0457)	1000.0	176	1915
MCF7	Tozasertib (VX-680, MK-0457)	10000.0	312	1208
MCF7	Trametinib (GSK1120212)	10.0	209	3618
MCF7	Trametinib (GSK1120212)	100.0	382	2423
MCF7	Trametinib (GSK1120212)	1000.0	428	2562
MCF7	Trametinib (GSK1120212)	10000.0	252	3131
MCF7	Tranylcypromine (2-PCPA) HCl	10.0	537	509
MCF7	Tranylcypromine (2-PCPA) HCl	100.0	520	798
MCF7	Tranylcypromine (2-PCPA) HCl	1000.0	409	1203
MCF7	Tranylcypromine (2-PCPA) HCl	10000.0	482	698
MCF7	Triamcinolone Acetonide	10.0	429	1512
MCF7	Triamcinolone Acetonide	100.0	466	1542
MCF7	Triamcinolone Acetonide	1000.0	386	2053
MCF7	Triamcinolone Acetonide	10000.0	479	1511
MCF7	Trichostatin A (TSA)	10.0	390	1052
MCF7	Trichostatin A (TSA)	100.0	499	1151
MCF7	Trichostatin A (TSA)	1000.0	381	5096
MCF7	Trichostatin A (TSA)	10000.0	354	8718
MCF7	Tubastatin A HCl	10.0	543	556
MCF7	Tubastatin A HCl	100.0	490	1014
MCF7	Tubastatin A HCl	1000.0	437	984
MCF7	Tubastatin A HCl	10000.0	452	1805
MCF7	Tucidinostat (Chidamide)	10.0	389	1282
MCF7	Tucidinostat (Chidamide)	100.0	192	3983
MCF7	Tucidinostat (Chidamide)	1000.0	164	3014
MCF7	Tucidinostat (Chidamide)	10000.0	332	5872
MCF7	UNC0379	10.0	498	1054
MCF7	UNC0379	100.0	421	1352
MCF7	UNC0379	1000.0	465	1074
MCF7	UNC0379	10000.0	220	7398
MCF7	UNC0631	10.0	566	845
MCF7	UNC0631	100.0	395	1424
MCF7	UNC0631	1000.0	451	1249
MCF7	UNC0631	10000.0	467	1013
MCF7	UNC1999	10.0	465	903
MCF7	UNC1999	100.0	401	1409
MCF7	UNC1999	1000.0	518	956
MCF7	UNC1999	10000.0	465	1545
MCF7	Valproic acid sodium salt (Sodium valproate)	10.0	455	1099
MCF7	Valproic acid sodium salt (Sodium valproate)	100.0	543	675
MCF7	Valproic acid sodium salt (Sodium valproate)	1000.0	409	809
MCF7	Valproic acid sodium salt (Sodium valproate)	10000.0	367	1166
MCF7	Vandetanib (ZD6474)	10.0	343	1464
MCF7	Vandetanib (ZD6474)	100.0	456	1050
MCF7	Vandetanib (ZD6474)	1000.0	411	1717
MCF7	Vandetanib (ZD6474)	10000.0	163	3614
MCF7	Veliparib (ABT-888)	10.0	353	1339
MCF7	Veliparib (ABT-888)	100.0	414	1224
MCF7	Veliparib (ABT-888)	1000.0	335	1432
MCF7	Veliparib (ABT-888)	10000.0	275	1436
MCF7	WHI-P154	10.0	501	712
MCF7	WHI-P154	100.0	487	753
MCF7	WHI-P154	1000.0	447	1004
MCF7	WHI-P154	10000.0	406	2304
MCF7	WP1066	10.0	544	785
MCF7	WP1066	100.0	492	1010
MCF7	WP1066	1000.0	458	1093
MCF7	WP1066	10000.0	440	916
MCF7	XAV-939	10.0	184	2472
MCF7	XAV-939	100.0	478	775
MCF7	XAV-939	1000.0	451	889
MCF7	XAV-939	10000.0	202	2838
MCF7	YM155 (Sepantronium Bromide)	10.0	20	11918
MCF7	YM155 (Sepantronium Bromide)	100.0	13	14334
MCF7	YM155 (Sepantronium Bromide)	1000.0	11	13653
MCF7	YM155 (Sepantronium Bromide)	10000.0	18	14438
MCF7	ZM 447439	10.0	319	1666
MCF7	ZM 447439	100.0	347	1588
MCF7	ZM 447439	1000.0	294	1501
MCF7	ZM 447439	10000.0	295	1619
MCF7	Zileuton	10.0	366	993
MCF7	Zileuton	100.0	444	904
MCF7	Zileuton	1000.0	443	759
MCF7	Zileuton	10000.0	383	1054
